primerid	coef	ci.hi	ci.lo	z	pval	p_adj	contrast
SH3GL3	-0.4110860499478717	-0.2883182703110627	-0.5338538295846806	-6.562909705040296	1.9986090982473505e-7	3.31169527579586e-4	DiagnosismitoPD
SFPQ	-0.2310408347530215	-0.13694035614539268	-0.32514131336065033	-4.81221479183083	7.231911849958756e-4	1	DiagnosismitoPD
IQCJ-SCHIP1	-0.10864892897166589	-0.05986850280057276	-0.15742935514275902	-4.365439264438135	0.37149490672130975	1	DiagnosismitoPD
USP40	-0.18810800066895816	-0.10250355171733352	-0.27371244962058283	-4.306842822191863	4.5887645978272124e-5	0.075714615864149	DiagnosismitoPD
SPTLC2	-0.16370924664055897	-0.08814484968910453	-0.23927364359201342	-4.24623553282396	8.975002829039924e-5	0.14781829659428755	DiagnosismitoPD
PAN3	-0.23698126941803577	-0.12340636706744419	-0.35055617176862736	-4.0895897197090045	0.005022417276801248	1	DiagnosismitoPD
ANKIB1	-0.3044649441061078	-0.14702359180805746	-0.46190629640415815	-3.7902388177744424	2.6020292903921567e-8	4.314164563470196e-5	DiagnosismitoPD
TTLL11	-0.2844182630596708	-0.13730397775168768	-0.43153254836765387	-3.789227884806532	3.045270495229304e-4	0.4988153071185599	DiagnosismitoPD
TJP1	-0.15167816667872502	-0.07039790790946669	-0.23295842544798334	-3.657514732763159	0.00250100937407647	1	DiagnosismitoPD
C1GALT1	-0.08260024924768539	-0.03807005807386469	-0.1271304404215061	-3.635589908149153	0.008845677216894372	1	DiagnosismitoPD
VPS35L	-0.20503995909761752	-0.09385927272295833	-0.3162206454722767	-3.614575051899412	0.01279072203921895	1	DiagnosismitoPD
GAS7	-0.18038203372071981	-0.07688681028859426	-0.2838772571528454	-3.4160251828680877	0.00538848904347208	1	DiagnosismitoPD
SYT9	-0.1157119239215818	-0.0491786402927486	-0.182245207550415	-3.408687969367795	6.500010203627962e-4	1	DiagnosismitoPD
BTBD3	-0.15259285586450533	-0.05957323158628976	-0.2456124801427209	-3.2151979124106522	0.002008632472733658	1	DiagnosismitoPD
ATP8A1	-0.340749978301349	-0.13236258311484675	-0.5491373734878513	-3.2048852312095484	0.002978106921833492	1	DiagnosismitoPD
SLC1A3	-0.14620594434790224	-0.05633216727985908	-0.2360797214159454	-3.18845379148362	0.002289845735482283	1	DiagnosismitoPD
DPYD	-0.0997837159004682	-0.03651442092151433	-0.16305301087942206	-3.091112197054674	0.00837726199870388	1	DiagnosismitoPD
WDR7	-0.15211862368448315	-0.05484384817554315	-0.24939339919342313	-3.0649983229412587	0.006986284597905576	1	DiagnosismitoPD
POGZ	-0.14950944402258426	-0.052652325044657444	-0.24636656300051107	-3.025416497259772	5.362257047878396e-4	0.8729754473946029	DiagnosismitoPD
ABI2	-0.12264084163929201	-0.0428924307846124	-0.2023892524939716	-3.0141244204189377	0.09672391946757211	1	DiagnosismitoPD
SORCS2	-0.14268875438672435	-0.048679285410224885	-0.23669822336322383	-2.974857986558482	0.04122066780856446	1	DiagnosismitoPD
BRAF	-0.11347660546338068	-0.03849355229576969	-0.18845965863099168	-2.966137685790547	0.015193248387788896	1	DiagnosismitoPD
EVI5	-0.10935294374881632	-0.03691189657195855	-0.1817939909256741	-2.95865175482422	0.015298616443355265	1	DiagnosismitoPD
ACAP2	-0.14637356099321708	-0.04850737749439668	-0.24423974449203747	-2.9314202064397477	0.13133662833719614	1	DiagnosismitoPD
SDCCAG8	-0.19122099155006356	-0.06306275581841192	-0.3193792272817152	-2.9244024341199664	0.012064279509067636	1	DiagnosismitoPD
SEMA4D	-0.0980932425350245	-0.03208307565796771	-0.1641034094120813	-2.912569859935079	2.70746676611594e-4	0.44375380296640254	DiagnosismitoPD
IFT88	-0.16758645704396358	-0.054624515766353576	-0.2805483983215736	-2.9077352636461957	0.014255253149993867	1	DiagnosismitoPD
JMJD1C	-0.20049968012367736	-0.06318986053528969	-0.33780949971206503	-2.861937719619891	0.015453111835976455	1	DiagnosismitoPD
MITF	-0.19987984366071276	-0.06237182998099841	-0.3373878573404271	-2.8489779201012992	3.725915190165149e-4	0.6095597251110184	DiagnosismitoPD
CDC14B	-0.2115810631121815	-0.06387440065162597	-0.359287725572737	-2.807532555420873	0.008058318607883535	1	DiagnosismitoPD
RBM5	-0.15435859245360106	-0.04519348923373427	-0.26352369567346784	-2.7713735707648364	0.02817211621816937	1	DiagnosismitoPD
FOXN3	-0.11083565181680832	-0.0309902782145116	-0.19068102541910503	-2.7206821881251364	0.008860012260047173	1	DiagnosismitoPD
CDK17	-0.15537820538050884	-0.04297674427847924	-0.2677796664825384	-2.709357009619566	0.004162145451749413	1	DiagnosismitoPD
FAR1	-0.20520429198768042	-0.05417085911782177	-0.3562377248575391	-2.662940344575584	7.160549670944114e-6	0.011850709705412509	DiagnosismitoPD
MXI1	-0.184362471429524	-0.048105647186269085	-0.3206192956727789	-2.6519317921102155	0.012109903606451783	1	DiagnosismitoPD
GAREM1	-0.19766742447389962	-0.0514366874321954	-0.3438981615156038	-2.649381660267116	0.006577999705970757	1	DiagnosismitoPD
CECR2	-0.18792726200529697	-0.04884121265770708	-0.32701331135288686	-2.6482214928911345	0.011370478540599247	1	DiagnosismitoPD
KIDINS220	-0.24744447430519445	-0.062452005556808854	-0.43243694305358005	-2.6216324431632314	1.6899062411485847e-4	0.2774826047965976	DiagnosismitoPD
ATP9A	-0.1337189203499145	-0.03281189227276618	-0.23462594842706283	-2.597284578999159	0.032078439666045046	1	DiagnosismitoPD
TPT1-AS1	-0.10225820945996156	-0.024826756229602537	-0.17968966269032058	-2.5883849431163304	0.033814755506044604	1	DiagnosismitoPD
