primerid	coef	ci.hi	ci.lo	z	pval	p_adj	contrast
NEK1	-0.25201679530776955	-0.10070111539070117	-0.40333247522483795	-3.264326886500771	3.916272735775095e-5	0.13103848573903468	DiagnosismitoPD
RBMX	-0.1713185626491721	-0.06316237986783611	-0.2794747454305081	-3.104567894693578	6.310019640273258e-5	0.21050225519951588	DiagnosismitoPD
HNRNPK	-0.15815242784142003	-0.052952726881453346	-0.2633521288013867	-2.946520377987689	0.009701122486492627	1	DiagnosismitoPD
UBE2D3	-0.2013809733754649	-0.05606062289766203	-0.3467013238532678	-2.716064568312609	0.004489327975592216	1	DiagnosismitoPD
SEPTIN2	-0.14354491335150987	-0.0339850837423787	-0.25310474296064106	-2.5679380968061833	0.01328947292396268	1	DiagnosismitoPD
FEZ2	-0.17040848871620773	-0.03946107833913473	-0.30135589909328075	-2.550600272139058	0.01811164916391772	1	DiagnosismitoPD
FERMT2	-0.22155323872064758	-0.0499681483547709	-0.39313832908652424	-2.5307348536212397	2.6140607028599615e-4	0.8662997169277913	DiagnosismitoPD
SH3GLB1	-0.16650796969765147	-0.03705074277406706	-0.2959651966212359	-2.52090695515145	0.019878717232463934	1	DiagnosismitoPD
MAP3K13	-0.19362587098247752	-0.04199198184624181	-0.34525976011871323	-2.502736926175473	0.009783086858607444	1	DiagnosismitoPD
RBM5	-0.10973125911581594	-0.02342546980844462	-0.19603704842318725	-2.491945413757577	0.002143766715447746	1	DiagnosismitoPD
XRCC5	-0.12302576989541991	-0.026054224761773825	-0.219997315029066	-2.48656528915792	0.0431432957545973	1	DiagnosismitoPD
UGP2	-0.4770700528374079	-0.10015439772100254	-0.8539857079538132	-2.480767537700617	5.764413931054419e-5	0.19247378115790706	DiagnosismitoPD
PHIP	-0.1432420637493801	-0.028406077495912868	-0.25807805000284734	-2.444784907409621	0.005251132754259058	1	DiagnosismitoPD
CACHD1	-0.39174675953950977	-0.07599709530050869	-0.7074964237785109	-2.4317034243195015	0.009891288512430083	1	DiagnosismitoPD
DICER1	-0.3167371466312505	-0.05991605909316028	-0.5735582341693408	-2.4172212878397707	0.0028313197756987866	1	DiagnosismitoPD
HSD17B4	-0.10427115891858563	-0.01963885383373916	-0.1889034640034321	-2.4147719467382505	0.01822342925120428	1	DiagnosismitoPD
MYO6	-0.173587429279892	-0.029824517532592992	-0.31735034102719106	-2.3665708034316713	3.5704606391398497e-4	1	DiagnosismitoPD
ECHDC2	-0.11968122190737862	-0.0205323437135784	-0.21883010010117884	-2.365845068924601	0.029566891536689153	1	DiagnosismitoPD
GNB1	-0.08849558578243055	-0.015109891708382672	-0.16188127985647843	-2.3635146211102867	0.03638109910007186	1	DiagnosismitoPD
CTNNB1	-0.19584565795424136	-0.03287284235683233	-0.3588184735516504	-2.3553034578913286	0.003591569176767627	1	DiagnosismitoPD
RBMS3	-0.6222446176123243	-0.10395293947713458	-1.140536295747514	-2.353070850919474	1.9491905026166514e-6	0.006539534136278865	DiagnosismitoPD
RAB2A	-0.08031355796813316	-0.013384243407673399	-0.14724287252859292	-2.3519093557370137	0.004835524016542141	1	DiagnosismitoPD
SPART	-0.14032209795435246	-0.023237163648879025	-0.2574070322598259	-2.3489465989543246	0.057842422577941234	1	DiagnosismitoPD
MAP4K4	-0.26761249371679696	-0.04204526028386624	-0.4931797271497277	-2.3252971697852094	0.08411180098137856	1	DiagnosismitoPD
DDX6	-0.06907393825317465	-0.010202845334887418	-0.1279450311714619	-2.2996418876489337	0.024032678459943686	1	DiagnosismitoPD
TRIM44	-0.11064707517517658	-0.01595678750214763	-0.20533736284820553	-2.290248426394974	0.023487035603119866	1	DiagnosismitoPD
BAG3	-0.1767741273973722	-0.025276907886872035	-0.32827134690787235	-2.2869787591932074	0.026569545610336445	1	DiagnosismitoPD
DLG2	-0.2159987723899448	-0.029779337154778512	-0.40221820762511107	-2.273392216309383	0.08526616644175064	1	DiagnosismitoPD
HERC4	-0.19988443704354042	-0.025210885036996283	-0.37455798905008453	-2.2428484059265337	0.03158895762765615	1	DiagnosismitoPD
PRRC2B	-0.22049577882953453	-0.025341385721903698	-0.41565017193716536	-2.214471211061344	0.002411636442378983	1	DiagnosismitoPD
MRPS5	-0.13965156680738366	-0.014371256321397463	-0.26493187729336987	-2.1847969586384326	0.03618149151872902	1	DiagnosismitoPD
SPOCK1	-0.22247372616608185	-0.021293073496323034	-0.4236543788358407	-2.1674076756660785	0.09092627048226651	1	DiagnosismitoPD
DIP2A	-0.13280069189643562	-0.012323727431716058	-0.2532776563611552	-2.1604509575374937	0.06939684660280171	1	DiagnosismitoPD
KIDINS220	-0.1772239755367968	-0.01574736893196549	-0.3387005821416281	-2.151101738836866	0.011926766798748725	1	DiagnosismitoPD
FAM13B	-0.07730390967820128	-0.006665965952378797	-0.14794185340402377	-2.144921990106354	0.004056831417247069	1	DiagnosismitoPD
MON2	-0.1352519923101161	-0.011221448265567716	-0.2592825363546645	-2.137288325284642	0.056146985921159624	1	DiagnosismitoPD
GCFC2	-0.07284528357451969	-0.005756679295777084	-0.1399338878532623	-2.128142831179818	0.04101353906882628	1	DiagnosismitoPD
UBAC2	-0.2914598974815036	-0.02116270752856192	-0.5617570874344453	-2.113417835016847	0.015276433959859701	1	DiagnosismitoPD
CD47	-0.34045556704426283	-0.023892163367373875	-0.6570189707211518	-2.107889421178953	0.004467257002353945	1	DiagnosismitoPD
SFPQ	-0.34783390191205177	-0.023565755404283406	-0.6721020484198201	-2.102401755126839	1.7502870478282198e-4	0.5823205008124487	DiagnosismitoPD
NMD3	-0.15724432361572138	-0.010445676853000824	-0.30404297037844197	-2.0994281477153263	0.03054012118977307	1	DiagnosismitoPD
SRSF5	-0.3135210152004919	-0.018467861740086466	-0.6085741686608974	-2.082641351168816	0.0036586091507368255	1	DiagnosismitoPD
CKMT2-AS1	-0.2123132885838157	-0.011744810218369955	-0.4128817669492615	-2.0747347861179595	0.034381021273745434	1	DiagnosismitoPD
RYK	-0.08219116309595137	-0.0031751600664283453	-0.1612071661254744	-2.038722706023652	0.0031619148736869956	1	DiagnosismitoPD
ENOX1	-0.252503832746118	-0.008408007628297326	-0.49659965786393867	-2.0274759631871544	0.013062140295037768	1	DiagnosismitoPD
