primerid	coef	ci.hi	ci.lo	z	pval	p_adj	contrast
PACRG	-0.25271941615170124	-0.13233237498762726	-0.3731064573157752	-4.114404250340015	3.5317609927889466e-5	0.22006402746067927	DiagnosismitoPD
SPIRE1	-0.21602175316949568	-0.11280224072928703	-0.31924126560970434	-4.101887773735321	4.43779045914685e-4	1	DiagnosismitoPD
OSBPL1A	-0.3466213504685207	-0.17988225048128306	-0.5133604504557584	-4.074421435901569	0.0037748127559058616	1	DiagnosismitoPD
CAST	-0.1637901375277817	-0.07783969676148876	-0.24974057829407464	-3.734975268482968	0.0180106787769396	1	DiagnosismitoPD
FTX	-0.2686392577391339	-0.12011174014096207	-0.41716677533730573	-3.5449543526791976	0.004966438892445622	1	DiagnosismitoPD
NCAM1	-0.18245419040999034	-0.08048962276836517	-0.2844187580516155	-3.50713635435462	0.0021790622739646815	1	DiagnosismitoPD
STAU2	-0.1651015466610546	-0.061511595645050446	-0.26869149767705874	-3.1237883797969226	0.03519231424528127	1	DiagnosismitoPD
LINC00894	-0.3857313183140322	-0.13862736747316706	-0.6328352691548973	-3.059520048271242	4.6564260848314457e-4	1	DiagnosismitoPD
ROBO1	-0.5130163159923335	-0.17975226594346877	-0.8462803660411984	-3.0171076138544284	0.006798116342542833	1	DiagnosismitoPD
CMSS1	-0.18660847823184745	-0.0630812828445779	-0.310135673619117	-2.9608532388159485	6.372562177033205e-4	1	DiagnosismitoPD
SOBP	-0.16107194615306086	-0.05437285215913752	-0.2677710401469842	-2.9587431491944383	0.08570729888765917	1	DiagnosismitoPD
AL136456.1	-0.292236907446059	-0.0984521431287988	-0.48602167176331923	-2.955721599505665	0.0025352933241799217	1	DiagnosismitoPD
TNNI3K	-0.2428119191781345	-0.07765910254695194	-0.407964735809317	-2.8815894655249776	0.00116442351524503	1	DiagnosismitoPD
N4BP2L1	-0.25482235308111895	-0.07256058238275068	-0.43708412377948724	-2.740248997807052	7.873964552566324e-5	0.4899180744606767	DiagnosismitoPD
